tanggal,wilayah,waktu,cuaca,kelembaban_persen,suhu_derajat_celcius
2017-06-19,Jakarta Utara,Dini Hari,Cerah,60 - 90,24 - 30
2017-06-20,Jakarta Timur,Pagi,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Barat,Pagi,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Selatan,Pagi,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Kepulauan Seribu,Pagi,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Pusat,Pagi,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Utara,Pagi,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Timur,Siang,Hujan Lokal,60 - 85,24 - 33
2017-06-20,Jakarta Barat,Siang,Hujan Lokal,60 - 85,24 - 33
2017-06-20,Jakarta Selatan,Siang,Hujan Lokal,60 - 85,24 - 33
2017-06-20,Kepulauan Seribu,Siang,Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Pusat,Siang,Hujan Lokal,60 - 85,24 - 33
2017-06-20,Jakarta Utara,Siang,Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Timur,Malam,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Barat,Malam,Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Selatan,Malam,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Kepulauan Seribu,Malam,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Pusat,Malam,Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Utara,Malam,Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Timur,Dini Hari,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Barat,Dini Hari,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Selatan,Dini Hari,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Kepulauan Seribu,Dini Hari,Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Pusat,Dini Hari,Cerah Berawan,60 - 85,24 - 33
2017-06-20,Jakarta Utara,Dini Hari,Cerah Berawan,60 - 85,24 - 33
2017-06-21,Jakarta Timur,Pagi,Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Barat,Pagi,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Selatan,Pagi,Berawan,60 - 95,24 - 33
2017-06-21,Kepulauan Seribu,Pagi,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Pusat,Pagi,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Utara,Pagi,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Timur,Siang,Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Barat,Siang,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Selatan,Siang,Berawan,60 - 95,24 - 33
2017-06-21,Kepulauan Seribu,Siang,Hujan Lokal,60 - 95,24 - 33
2017-06-21,Jakarta Pusat,Siang,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Utara,Siang,Hujan Lokal,60 - 95,24 - 33
2017-06-21,Jakarta Timur,Malam,Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Barat,Malam,Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Selatan,Malam,Berawan,60 - 95,24 - 33
2017-06-21,Kepulauan Seribu,Malam,Hujan Lokal,60 - 95,24 - 33
2017-06-21,Jakarta Pusat,Malam,Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Utara,Malam,Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Timur,Dini Hari,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Barat,Dini Hari,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Selatan,Dini Hari,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Kepulauan Seribu,Dini Hari,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Pusat,Dini Hari,Cerah Berawan,60 - 95,24 - 33
2017-06-21,Jakarta Utara,Dini Hari,Cerah Berawan,60 - 95,24 - 33
2017-06-22,Jakarta Timur,Pagi,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Barat,Pagi,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Selatan,Pagi,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Kepulauan Seribu,Pagi,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Pusat,Pagi,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Utara,Pagi,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Timur,Siang,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Barat,Siang,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Selatan,Siang,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Kepulauan Seribu,Siang,Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Pusat,Siang,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Utara,Siang,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Timur,Malam,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Barat,Malam,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Selatan,Malam,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Kepulauan Seribu,Malam,Hujan Lokal,60 - 90,24 - 33
2017-06-22,Jakarta Pusat,Malam,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Utara,Malam,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Timur,Dini Hari,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Barat,Dini Hari,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Selatan,Dini Hari,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Kepulauan Seribu,Dini Hari,Hujan Lokal,60 - 90,24 - 33
2017-06-22,Jakarta Pusat,Dini Hari,Cerah Berawan,60 - 90,24 - 33
2017-06-22,Jakarta Utara,Dini Hari,Cerah Berawan,60 - 90,24 - 33
2017-06-27,Jakarta Timur,Pagi,Hujan Sedang,65 - 85,23 - 31
2017-06-27,Jakarta Barat,Pagi,Hujan Sedang,65 - 85,23 - 31
2017-06-27,Jakarta Selatan,Pagi,Hujan Sedang,65 - 85,23 - 31
2017-06-27,Kepulauan Seribu,Pagi,Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Pusat,Pagi,Hujan Sedang,65 - 85,23 - 31
2017-06-27,Jakarta Utara,Pagi,Hujan Ringan,65 - 85,23 - 31
2017-06-27,Jakarta Timur,Siang,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Barat,Siang,Hujan Ringan,65 - 85,23 - 31
2017-06-27,Jakarta Selatan,Siang,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Kepulauan Seribu,Siang,Hujan Lokal,65 - 85,23 - 31
2017-06-27,Jakarta Pusat,Siang,Hujan Ringan,65 - 85,23 - 31
2017-06-27,Jakarta Utara,Siang,Hujan Ringan,65 - 85,23 - 31
2017-06-27,Jakarta Timur,Malam,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Barat,Malam,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Selatan,Malam,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Kepulauan Seribu,Malam,Hujan Ringan,65 - 85,23 - 31
2017-06-27,Jakarta Pusat,Malam,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Utara,Malam,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Timur,Dini Hari,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Barat,Dini Hari,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Selatan,Dini Hari,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Kepulauan Seribu,Dini Hari,Hujan Lokal,65 - 85,23 - 31
2017-06-27,Jakarta Pusat,Dini Hari,Cerah Berawan,65 - 85,23 - 31
2017-06-27,Jakarta Utara,Dini Hari,Hujan Ringan,65 - 85,23 - 31
2017-06-29,Jakarta Timur,Pagi,Hujan Ringan,80 - 95,24 - 30
2017-06-29,Jakarta Barat,Pagi,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Selatan,Pagi,Hujan Lokal,80 - 95,24 - 30
2017-06-29,Kepulauan Seribu,Pagi,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Pusat,Pagi,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Utara,Pagi,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Timur,Siang,Hujan Sedang,80 - 95,24 - 30
2017-06-29,Jakarta Barat,Siang,Hujan Ringan,80 - 95,24 - 30
2017-06-29,Jakarta Selatan,Siang,Hujan Sedang,80 - 95,24 - 30
2017-06-29,Kepulauan Seribu,Siang,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Pusat,Siang,Hujan Ringan,80 - 95,24 - 30
2017-06-29,Jakarta Utara,Siang,Hujan Ringan,80 - 95,24 - 30
2017-06-29,Jakarta Timur,Malam,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Barat,Malam,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Selatan,Malam,Berawan,80 - 95,24 - 30
2017-06-29,Kepulauan Seribu,Malam,Hujan Lokal,80 - 95,24 - 30
2017-06-29,Jakarta Pusat,Malam,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Utara,Malam,Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Timur,Dini Hari,Cerah Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Barat,Dini Hari,Cerah Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Selatan,Dini Hari,Cerah Berawan,80 - 95,24 - 30
2017-06-29,Kepulauan Seribu,Dini Hari,Cerah Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Pusat,Dini Hari,Cerah Berawan,80 - 95,24 - 30
2017-06-29,Jakarta Utara,Dini Hari,Cerah Berawan,80 - 95,24 - 30
2017-06-30,Jakarta Timur,Pagi,Hujan Lokal,60 - 95,24 - 31
2017-06-30,Jakarta Barat,Pagi,Hujan Lokal,60 - 95,24 - 31
2017-06-30,Jakarta Selatan,Pagi,Hujan Lokal,60 - 95,24 - 31
2017-06-30,Kepulauan Seribu,Pagi,Cerah Berawan,60 - 95,24 - 31
2017-06-30,Jakarta Pusat,Pagi,Cerah Berawan,60 - 95,24 - 31
2017-06-30,Jakarta Utara,Pagi,Cerah Berawan,60 - 95,24 - 31
2017-06-30,Jakarta Timur,Siang,Berawan Tebal,60 - 95,24 - 31
2017-06-30,Jakarta Barat,Siang,Berawan Tebal,60 - 95,24 - 31
2017-06-30,Jakarta Selatan,Siang,Hujan Lokal,60 - 95,24 - 31
2017-06-30,Kepulauan Seribu,Siang,Hujan Lokal,60 - 95,24 - 31
2017-06-30,Jakarta Pusat,Siang,Berawan Tebal,60 - 95,24 - 31
2017-06-30,Jakarta Utara,Siang,Berawan Tebal,60 - 95,24 - 31
2017-06-30,Jakarta Timur,Malam,Hujan Petir,60 - 95,24 - 31
2017-06-30,Jakarta Barat,Malam,Hujan Ringan,60 - 95,24 - 31
2017-06-30,Jakarta Selatan,Malam,Hujan Petir,60 - 95,24 - 31
2017-06-30,Kepulauan Seribu,Malam,Hujan Petir,60 - 95,24 - 31
2017-06-30,Jakarta Pusat,Malam,Hujan Petir,60 - 95,24 - 31
2017-06-30,Jakarta Utara,Malam,Hujan Petir,60 - 95,24 - 31
2017-06-30,Jakarta Timur,Dini Hari,Cerah Berawan,60 - 95,24 - 31
2017-06-30,Jakarta Barat,Dini Hari,Cerah Berawan,60 - 95,24 - 31
2017-06-30,Jakarta Selatan,Dini Hari,Cerah Berawan,60 - 95,24 - 31
2017-06-30,Kepulauan Seribu,Dini Hari,Hujan Lokal,60 - 95,24 - 31
2017-06-30,Jakarta Pusat,Dini Hari,Cerah Berawan,60 - 95,24 - 31
2017-06-30,Jakarta Utara,Dini Hari,Cerah Berawan,60 - 95,24 - 31
